A_ID,Gender,Education,Specialization,interests,skills,Yearly salary in pounds,Certifications,Job_status,Job_title,Highest Qualification,processed_interests,processed_skills
A275,Male,B.Sc,Statistics ,Financial Analysis;Research;Sales/Marketing;Technology;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Web Designing;Content Writing;Data analytics;Data scientist;Web development;Market reserach;Social media marketing;Gardening;Social causes,Accounting Skills;Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Civil & Criminal Law;Communication skills;Problem Solving skills;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Social Media Marketing;Interpersonal skills;Presentation Skills;R;Python;SQL;Content creation;Java;Cloud Computing;Architecture,66,Data Science using Python and R,Yes,Assistant System Engineer ,Masters in Statistics ,"['financial analysis', 'research', 'sales', 'market', 'technology', 'trade', 'understand human behaviour', 'understand human body', 'supply chain analysis', 'web designing', 'content writing', 'data analytics', 'data scientist', 'web development', 'market reserach', 'social media marketing', 'garden', 'social causes']","['accounting skills', 'active listening', 'programming language skills', 'critical thinking', 'gathering information', 'analytical skills', 'finance related skills', 'civil & criminal law', 'communication skills', 'problem solving skills', 'risk management skills', 'designing skills', 'data visualization skills( power bi', 'tableau )', 'machine learning skills', 'sales', 'social media marketing', 'interpersonal skills', 'presentation skills', 'r', 'python', 'sql', 'content creation', 'java', 'cloud computing', 'architecture']"
A276,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",56,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A277,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",72,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A278,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,75,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A279,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",48,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A280,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",65,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A281,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,65,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A282,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",59,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A283,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,41,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A284,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",40,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A285,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,57,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A286,Male,BE,Mechanical Engineering,Research;Teaching,Analytical Skills;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),70,No,Yes,Assistant Professor,Masters in Automobile Engineering,"['research', 'teach']","['analytical skills', 'cad', 'cae(autocad', 'catia', 'ansys', 'proe', 'seimensnx)']"
A287,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",41,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A288,Female,BMS,Sales & Marketing,"Research, Teaching, Technology, Entrepreneurship","Gathering Informing, Communication Skills, Editing, Presentation Skills, Observation Skills, Reading, Subject Knowledge",57,No,No,HR,Masters in Commerce,"['research', 'teach', 'technology', 'entrepreneurship']","['gathering informing', 'communication skills', 'edit', 'presentation skills', 'observation skills', 'read', 'subject knowledge']"
A289,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",56,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A290,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",52,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A291,Female,B.Com,Accountancy,Sales/Marketing,Accounting Skills,64,No,No,Student (Unemployed),Masters in Accounting,"['sales', 'market']",['accounting skills']
A292,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",46,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A293,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",75,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A294,Female,B.Tech,Political science,"Technology, Trading, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Work under Pressure, Leadership, Editing, Team work, Excel, Presentation Skills, Reading, Designing Skills",62,No i haven't done anything,Yes,Traniee,Continuing the graduation,"['technology', 'trade', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'work under pressure', 'leadership', 'edit', 'team work', 'excel', 'presentation skills', 'read', 'designing skills']"
A295,Female,Pharmacy,Information Science,"Teaching, Entrepreneurship","Sales, Subject Knowledge",49,Computer applications,No,Medical Practitioner,Masters in Pharmacy,"['teach', 'entrepreneurship']","['sales', 'subject knowledge']"
A296,Male,MCA,Computer Science Engineering,Technology;Data analytics;All fields related to Data science.,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills;Finance related skills;People management;Communication skills;Negotiation skills;Editing;Problem Solving skills;Risk management skills;Python;SQL;Java;Good communication skills,59,Selenium testing Java,Yes,Test Analyst,Masters in Computer application (MCA),"['technology', 'data analytics', 'all fields related to data science.']","['active listening', 'programming language skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills', 'finance related skills', 'people management', 'communication skills', 'negotiation skills', 'edit', 'problem solving skills', 'risk management skills', 'python', 'sql', 'java', 'good communication skills']"
A297,Male,BE,Structural Engineeeing ,Research;Teaching;Technology;Data analytics,"Active Listening;Critical Thinking;Analytical Skills;People management;Communication skills;Leadership;Problem Solving skills;Designing skills;Proeficiency in Software like STAAD PRO, ETABS ",57,No,Yes,Assistant Professor,Master in Structural Engineering,"['research', 'teach', 'technology', 'data analytics']","['active listening', 'critical thinking', 'analytical skills', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'designing skills', 'proeficiency in software like staad pro', 'etabs']"
A298,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,40,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A299,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",78,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A300,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,72,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A301,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",44,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A302,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,75,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A303,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",56,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
